A79849
A79851
A79863
A99244
AB000604	BAA75824	gb|AB000604:4-1128	BAA75825	(gb|AB000604:4-731, 960)	BAA75826	gb|AB000604:709-1128
AB000605	BAA75827	gb|AB000605:4-1128	BAA75828	(gb|AB000605:4-731, 960)	BAA75829	gb|AB000605:709-1128
AB000606	BAA75830	gb|AB000606:4-1128	BAA75831	(gb|AB000606:4-731, 960)	BAA75832	gb|AB000606:709-1128
AB000607	BAA75833	gb|AB000607:4-1128	BAA75834	(gb|AB000607:4-731, 960)	BAA75835	gb|AB000607:709-1128
AB000608	BAA75836	gb|AB000608:4-1128	BAA75837	(gb|AB000608:4-731, 960)	BAA75838	gb|AB000608:709-1128
AB000609	BAA75839	gb|AB000609:4-1128	BAA75840	(gb|AB000609:4-731, 960)	BAA75841	gb|AB000609:709-1128
AB000610	BAA75842	gb|AB000610:4-1128	BAA75843	(gb|AB000610:4-731, 960)	BAA75844	gb|AB000610:709-1128
AB000611	BAA75845	gb|AB000611:4-1128	BAA75846	(gb|AB000611:4-731, 960)	BAA75847	gb|AB000611:709-1128
AB000612	BAA75848	gb|AB000612:5-1129	BAA75849	(gb|AB000612:5-732, 961)	BAA75850	gb|AB000612:710-1129
AB000613	BAA75851	gb|AB000613:4-1128	BAA75852	(gb|AB000613:4-731, 960)	BAA75853	gb|AB000613:709-1128
AB000614	BAA75854	gb|AB000614:4-1128	BAA75855	(gb|AB000614:4-731, 960)	BAA75856	gb|AB000614:709-1128
AB000720	BAA75857	gb|AB000720:4-1128	BAA75858	(gb|AB000720:4-731, 960)	BAA75859	gb|AB000720:709-1128
AB000721	BAA75860	gb|AB000721:5-1129	BAA75861	(gb|AB000721:5-732, 961)	BAA75862	gb|AB000721:710-1129
AB000722	BAA75863	gb|AB000722:4-1128	BAA75864	(gb|AB000722:4-731, 960)	BAA75865	gb|AB000722:709-1128
AB000723	BAA75866	gb|AB000723:4-1128	BAA75867	(gb|AB000723:4-731, 960)	BAA75868	gb|AB000723:709-1128
AB000724	BAA75869	gb|AB000724:4-1128	BAA75870	(gb|AB000724:4-731, 960)	BAA75871	gb|AB000724:709-1128
AB000725	BAA75872	gb|AB000725:4-1128	BAA75873	(gb|AB000725:4-731, 960)	BAA75874	gb|AB000725:709-1128
AB000726	BAA75875	gb|AB000726:5-1129	BAA75876	(gb|AB000726:5-732, 961)	BAA75877	gb|AB000726:710-1129
AB000727	BAA75878	gb|AB000727:5-1129	BAA75879	(gb|AB000727:5-732, 961)	BAA75880	gb|AB000727:710-1129
AB000728	BAA75881	gb|AB000728:4-1128	BAA75882	(gb|AB000728:4-731, 960)	BAA75883	gb|AB000728:709-1128
AB002469	BAA19602	(gb|AB002469:23-209, 523-884)	BAA19603	gb|AB002469:23-763
AB013806	BAA77284	gb|AB013806:<1->710
AB086691	BAC54322	gb|AB086691:<1->469
AB086692	BAC54323	gb|AB086692:<1->469
AB086693	BAC54324	gb|AB086693:<1->469
AB086694	BAC54325	gb|AB086694:<1->469
AB086695	BAC54326	gb|AB086695:<1->469
AB086696	BAC54327	gb|AB086696:<1->469
AB086697	BAC54328	gb|AB086697:<1->469
AB086698	BAC54329	gb|AB086698:<1->469
AB086699	BAC54330	gb|AB086699:<1->376
AB086700	BAC54331	gb|AB086700:<2->375
AB086701	BAC54332	gb|AB086701:<2->375
AB086702	BAC54333	gb|AB086702:<2->375
AB086703	BAC54334	gb|AB086703:<2->375
AB086704	BAC54335	gb|AB086704:<2->375
AB086705	BAC54336	gb|AB086705:<2->375
AB086706	BAC54337	gb|AB086706:<2->375
AB086707	BAC54338	gb|AB086707:<2->375
AB086708	BAC54339	gb|AB086708:<2->375
AB086709	BAC54340	gb|AB086709:<2->375
AB086710	BAC54341	gb|AB086710:<2->375
AB086711	BAC54342	gb|AB086711:<2->375
AB086712	BAC54343	gb|AB086712:<2->375
AB086713	BAC54344	gb|AB086713:<2->375
AB086714	BAC54345	gb|AB086714:<2->375
AB086715	BAC54346	gb|AB086715:<2->375
AB086716	BAC54347	gb|AB086716:<2->375
AB086717	BAC54348	gb|AB086717:<2->375
AB086718	BAC54349	gb|AB086718:<2->375
AB086719	BAC54350	gb|AB086719:<2->375
AB086720	BAC54351	gb|AB086720:<2->375
AB086721	BAC54352	gb|AB086721:<2->375
AB086722	BAC54353	gb|AB086722:<2->375
AB086723	BAC54354	gb|AB086723:<2->375
AB086724	BAC54355	gb|AB086724:<2->375
AB086725	BAC54356	gb|AB086725:<2->375
AB086726	BAC54357	gb|AB086726:<2->375
AB086727	BAC54358	gb|AB086727:<1->372
AB086728	BAC54359	gb|AB086728:<1->372
AB086729	BAC54360	gb|AB086729:<1->372
AB086730	BAC54361	gb|AB086730:<1->372
AB086731	BAC54362	gb|AB086731:<1->372
AB086732	BAC54363	gb|AB086732:<1->372
AB086733	BAC54364	gb|AB086733:<1->372
AB086734	BAC54365	gb|AB086734:<1->372
AB086735	BAC54366	gb|AB086735:<1->372
AB086736	BAC54367	gb|AB086736:<1->372
AB086737	BAC54368	gb|AB086737:<1->372
AB086738	BAC54369	gb|AB086738:<1->372
AB086739	BAC54370	gb|AB086739:<1->372
AB086740	BAC54371	gb|AB086740:<1->372
AB086741	BAC54372	gb|AB086741:<1->372
AB086742	BAC54373	gb|AB086742:<1->372
AB086743	BAC54374	gb|AB086743:<1->372
AB086744	BAC54375	gb|AB086744:<2->599
AB086745	BAC54376	gb|AB086745:<2->599
AB086746	BAC54377	gb|AB086746:<2->599
AB086747	BAC54378	gb|AB086747:<2->599
AB086748	BAC54379	gb|AB086748:<2->599
AB086749	BAC54380	gb|AB086749:<2->599
AB086750	BAC54381	gb|AB086750:<2->599
AB086751	BAC54382	gb|AB086751:<2->599
AB086752	BAC54383	gb|AB086752:<2->599
AB086753	BAC54384	gb|AB086753:<2->599
AB086754	BAC54385	gb|AB086754:<2->599
AB086755	BAC54386	gb|AB086755:<2->599
AB086756	BAC54387	gb|AB086756:<2->599
AB086757	BAC54388	gb|AB086757:<2->599
AB086758	BAC54389	gb|AB086758:<2->599
AB086759	BAC54390	gb|AB086759:<2->599
AB086760	BAC54391	gb|AB086760:<2->599
AB086761	BAC54392	(gb|AB086761:1-728, 957)	BAC54393	gb|AB086761:706->1122
AB086762	BAC54394	(gb|AB086762:1-728, 957)	BAC54395	gb|AB086762:706->1122
AB086763	BAC54396	(gb|AB086763:1-728, 957)	BAC54397	gb|AB086763:706->1122
AB086764	BAC54398	(gb|AB086764:1-728, 957)	BAC54399	gb|AB086764:706->1122
AB086765	BAC54400	(gb|AB086765:1-728, 957)	BAC54401	gb|AB086765:706->1122
AB086766	BAC54402	(gb|AB086766:1-728, 957)	BAC54403	gb|AB086766:706->1122
AB086767	BAC54404	(gb|AB086767:1-728, 957)	BAC54405	gb|AB086767:706->1122
AB086768	BAC54406	(gb|AB086768:1-728, 957)	BAC54407	gb|AB086768:706->1122
AB086769	BAC54408	(gb|AB086769:1-728, 957)	BAC54409	gb|AB086769:706->1122
AB086770	BAC54410	(gb|AB086770:1-728, 957)	BAC54411	gb|AB086770:706->1122
AB086771	BAC54412	(gb|AB086771:1-728, 957)	BAC54413	gb|AB086771:706->1122
AB086772	BAC54414	(gb|AB086772:1-728, 957)	BAC54415	gb|AB086772:706->1122
AB086773	BAC54416	(gb|AB086773:1-728, 957)	BAC54417	gb|AB086773:706->1122
AB086774	BAC54418	(gb|AB086774:1-728, 957)	BAC54419	gb|AB086774:706->1122
AB086775	BAC54420	(gb|AB086775:1-728, 957)	BAC54421	gb|AB086775:706->1122
AB086776	BAC54422	(gb|AB086776:1-728, 957)	BAC54423	gb|AB086776:706->1122
AB086777	BAC54424	(gb|AB086777:1-728, 957)	BAC54425	gb|AB086777:706->1122
AB086778	BAC54426	(gb|AB086778:1-728, 957)	BAC54427	gb|AB086778:706->1122
AB086779	BAC54428	(gb|AB086779:1-728, 957)	BAC54429	gb|AB086779:706->1122
AB086780	BAC54430	(gb|AB086780:1-728, 957)	BAC54431	gb|AB086780:706->1122
AB086781	BAC54432	(gb|AB086781:1-728, 957)	BAC54433	gb|AB086781:706->1122
AB086782	BAC54434	(gb|AB086782:1-728, 957)	BAC54435	gb|AB086782:706->1122
AB086783	BAC54436	(gb|AB086783:1-728, 957)	BAC54437	gb|AB086783:706->1122
AB086784	BAC54438	(gb|AB086784:1-728, 957)	BAC54439	gb|AB086784:706->1122
AB086785	BAC54440	(gb|AB086785:1-728, 957)	BAC54441	gb|AB086785:706->1122
AB086786	BAC54442	(gb|AB086786:1-728, 957)	BAC54443	gb|AB086786:706->1122
AB086787	BAC54444	(gb|AB086787:1-728, 957)	BAC54445	gb|AB086787:706->1122
AB086788	BAC54446	(gb|AB086788:1-187, 501-862)	BAC54447	gb|AB086788:1-741
AB086789	BAC54448	(gb|AB086789:1-187, 501-862)	BAC54449	gb|AB086789:1-741
AB086790	BAC54450	(gb|AB086790:1-187, 501-862)	BAC54451	gb|AB086790:1-741
AB086791	BAC54452	(gb|AB086791:1-187, 501-862)	BAC54453	gb|AB086791:1-741
AB086792	BAC54454	(gb|AB086792:1-187, 501-862)	BAC54455	gb|AB086792:1-741
AB086793	BAC54456	(gb|AB086793:1-187, 501-862)	BAC54457	gb|AB086793:1-741
AB086794	BAC54458	(gb|AB086794:1-187, 501-862)	BAC54459	gb|AB086794:1-741
AB086795	BAC54460	(gb|AB086795:1-187, 501-862)	BAC54461	gb|AB086795:1-741
AB086796	BAC54462	(gb|AB086796:1-187, 501-862)	BAC54463	gb|AB086796:1-741
AB086797	BAC54464	(gb|AB086797:1-187, 501-862)	BAC54465	gb|AB086797:1-741
AB086798	BAC54466	(gb|AB086798:1-187, 501-862)	BAC54467	gb|AB086798:1-741
AB086799	BAC54468	(gb|AB086799:1-187, 501-862)	BAC54469	gb|AB086799:1-741
AB086800	BAC54470	(gb|AB086800:1-187, 501-862)	BAC54471	gb|AB086800:1-741
AB086801	BAC54472	(gb|AB086801:1-187, 501-862)	BAC54473	gb|AB086801:1-741
AB086802	BAC54474	(gb|AB086802:1-187, 501-862)	BAC54475	gb|AB086802:1-741
AB086803	BAC54476	(gb|AB086803:1-187, 501-862)	BAC54477	gb|AB086803:1-741
AB086804	BAC54478	(gb|AB086804:1-187, 501-862)	BAC54479	gb|AB086804:1-741
AB086805	BAC54480	(gb|AB086805:1-187, 501-862)	BAC54481	gb|AB086805:1-741
AB086806	BAC54482	(gb|AB086806:1-187, 501-862)	BAC54483	gb|AB086806:1-741
AB086807	BAC54484	(gb|AB086807:1-187, 501-862)	BAC54485	gb|AB086807:1-741
AB086808	BAC54486	(gb|AB086808:1-187, 501-862)	BAC54487	gb|AB086808:1-741
AB086809	BAC54488	(gb|AB086809:1-187, 501-862)	BAC54489	gb|AB086809:1-741
AB086810	BAC54490	gb|AB086810:<2->375
AB086811	BAC54491	(gb|AB086811:1-187, 501-862)	BAC54492	gb|AB086811:1-741
AB093473	BAC21092	gb|AB093473:<1->401
AB093474	BAC21093	gb|AB093474:<1->401
AB093475	BAC21094	gb|AB093475:<1->401
AB093476	BAC21095	gb|AB093476:<1->401
AB093477	BAC21096	gb|AB093477:<1->401
AB093478	BAC21097	gb|AB093478:<1->401
AB093479	BAC21098	gb|AB093479:<1->401
AB093480	BAC21099	gb|AB093480:<1->401
AB099410	BAD36919	gb|AB099410:<1-1926
AB099411	BAD36920	gb|AB099411:<1-1926
AB099412	BAD36921	gb|AB099412:<1-1926
AB099413	BAD36922	gb|AB099413:<1-1923
AB099414	BAD36923	gb|AB099414:<1-1926
AB099415	BAD36924	gb|AB099415:<1-1926
AB099416	BAD36925	gb|AB099416:<1-1926
AB099417	BAD36926	gb|AB099417:<1-1926
AB099418	BAD36927	gb|AB099418:<1-1926
AB099419	BAD36928	gb|AB099419:<1-1926
AB099420	BAD36929	gb|AB099420:<1-1926
AB099421	BAD36930	gb|AB099421:<1-1923
AB099422	BAD36931	gb|AB099422:<1-1926
AB099423	BAD36932	gb|AB099423:<1-1926
AB099424	BAD36933	gb|AB099424:<1-1926
AB099425	BAD36934	gb|AB099425:<1-1926
AB099426	BAD36935	gb|AB099426:<1-1926
AB099427	BAD36936	gb|AB099427:<1-1926
AB099428	BAD36937	gb|AB099428:<1-1926
AB099429	BAD36938	gb|AB099429:<1-1926
AB099430	BAD36939	gb|AB099430:<1-1926
AB099431	BAD36940	gb|AB099431:<1->469
AB099432	BAD36941	gb|AB099432:<1->469
AB099433	BAD36942	gb|AB099433:<1->469
AB099434	BAD36943	gb|AB099434:<1->469
AB099435	BAD36944	gb|AB099435:<1->469
AB099436	BAD36945	gb|AB099436:<1->469
AB099437	BAD36946	gb|AB099437:<1->469
AB099438	BAD36947	gb|AB099438:<1->469
AB099439	BAD36948	gb|AB099439:<1->469
AB099440	BAD36949	gb|AB099440:<1->469
AB099441	BAD36950	gb|AB099441:<1->469
AB099442	BAD36951	gb|AB099442:<1->469
AB099443	BAD36952	gb|AB099443:<1->469
AB099444	BAD36953	gb|AB099444:<1->469
AB099445	BAD36954	gb|AB099445:<1->469
AB099446	BAD36955	gb|AB099446:<1->469
AB099447	BAD36956	gb|AB099447:<1->469
AB099448	BAD36957	gb|AB099448:<1->469
AB099449	BAD36958	gb|AB099449:<1->469
AB099450	BAD36959	gb|AB099450:<1->469
AB099451	BAD36960	gb|AB099451:<1->469
AB099452	BAD36961	gb|AB099452:<1->469
AB099453	BAD36962	gb|AB099453:<1->469
AB099454	BAD36963	gb|AB099454:<1->469
AB099455	BAD36964	gb|AB099455:<1->469
AB099456	BAD36965	gb|AB099456:<2->375
AB099457	BAD36966	gb|AB099457:<2->375
AB099458	BAD36967	gb|AB099458:<2->375
AB099459	BAD36968	gb|AB099459:<2->375
AB099460	BAD36969	gb|AB099460:<2->375
AB099461	BAD36970	gb|AB099461:<2->375
AB099462	BAD36971	gb|AB099462:<2->375
AB099463	BAD36972	gb|AB099463:<2->375
AB099464	BAD36973	gb|AB099464:<2->375
AB099465	BAD36974	gb|AB099465:<2->375
AB099466	BAD36975	gb|AB099466:<2->375
AB099467	BAD36976	gb|AB099467:<2->375
AB099468	BAD36977	gb|AB099468:<2->375
AB099469	BAD36978	gb|AB099469:<2->375
AB099470	BAD36979	gb|AB099470:<2->375
AB099471	BAD36980	gb|AB099471:<2->375
AB099472	BAD36981	gb|AB099472:<2->375
AB099473	BAD36982	gb|AB099473:<2->375
AB099474	BAD36983	gb|AB099474:<2->375
AB099475	BAD36984	gb|AB099475:<2->375
AB099476	BAD36985	gb|AB099476:<2->375
AB099477	BAD36986	gb|AB099477:<2->375
AB099478	BAD36987	gb|AB099478:<2->375
AB099479	BAD36988	gb|AB099479:<2->375
AB099480	BAD36989	gb|AB099480:<2->375
AB099530	BAD36990	gb|AB099530:<1->372
AB099531	BAD36991	gb|AB099531:<1->372
AB099532	BAD36992	gb|AB099532:<1->372
AB099533	BAD36993	gb|AB099533:<1->372
AB099534	BAD36994	gb|AB099534:<1->372
AB099535	BAD36995	gb|AB099535:<1->372
AB099536	BAD36996	gb|AB099536:<1->372
AB099537	BAD36997	gb|AB099537:<1->372
AB099538	BAD36998	gb|AB099538:<1->372
AB099539	BAD36999	gb|AB099539:<1->372
AB099540	BAD37000	gb|AB099540:<1->372
AB099541	BAD37001	gb|AB099541:<1->372
AB099542	BAD37002	gb|AB099542:<1->372
AB099543	BAD37003	gb|AB099543:<1->372
AB099544	BAD37004	gb|AB099544:<1->372
AB099545	BAD37005	gb|AB099545:<1->372
AB099546	BAD37006	gb|AB099546:<1->372
AB099547	BAD37007	gb|AB099547:<1->372
AB099548	BAD37008	gb|AB099548:<1->372
AB099549	BAD37009	gb|AB099549:<1->372
AB099550	BAD37010	gb|AB099550:<1->372
AB099551	BAD37011	gb|AB099551:<1->372
AB099552	BAD37012	gb|AB099552:<1->372
AB099553	BAD37013	gb|AB099553:<1->372
AB099554	BAD37014	gb|AB099554:<1->372
AB099555	BAD37015	gb|AB099555:<2->599
AB099556	BAD37016	gb|AB099556:<2->599
AB099557	BAD37017	gb|AB099557:<2->599
AB099558	BAD37018	gb|AB099558:<2->599
AB099559	BAD37019	gb|AB099559:<2->599
AB099560	BAD37020	gb|AB099560:<2->599
AB099561	BAD37021	gb|AB099561:<2->599
AB099562	BAD37022	gb|AB099562:<2->599
AB099563	BAD37023	gb|AB099563:<2->599
AB099564	BAD37025	gb|AB099564:<2->599
AB099565	BAD37026	gb|AB099565:<2->599
AB099566	BAD37027	gb|AB099566:<2->599
AB099567	BAD37028	gb|AB099567:<2->599
AB099568	BAD37029	gb|AB099568:<2->599
AB099569	BAD37030	gb|AB099569:<2->599
AB099570	BAD37031	gb|AB099570:<2->599
AB099571	BAD37032	gb|AB099571:<2->599
AB099572	BAD37033	gb|AB099572:<2->599
AB099573	BAD37034	gb|AB099573:<2->599
AB099574	BAD37035	gb|AB099574:<2->599
AB099575	BAD37036	gb|AB099575:<2->599
AB099576	BAD37037	gb|AB099576:<2->599
AB099577	BAD37038	gb|AB099577:<2->599
AB099578	BAD37039	gb|AB099578:<2->599
AB099579	BAD37040	(gb|AB099579:1-728, 957)	BAD37041	gb|AB099579:706->1122
AB099580	BAD37042	(gb|AB099580:1-728, 957)	BAD37043	gb|AB099580:706->1122
AB099581	BAD37044	(gb|AB099581:1-728, 957)	BAD37045	gb|AB099581:706->1122
AB099582	BAD37046	(gb|AB099582:1-728, 957)	BAD37047	gb|AB099582:706->1122
AB099583	BAD37048	(gb|AB099583:1-728, 957)	BAD37049	gb|AB099583:706->1122
AB099584	BAD37050	(gb|AB099584:1-728, 957)	BAD37051	gb|AB099584:706->1122
AB099585	BAD37052	(gb|AB099585:1-728, 957)	BAD37053	gb|AB099585:706->1122
AB099586	BAD37054	(gb|AB099586:1-728, 957)	BAD37055	gb|AB099586:706->1122
AB099587	BAD37056	(gb|AB099587:1-728, 957)	BAD37057	gb|AB099587:706->1122
AB099588	BAD37058	(gb|AB099588:1-728, 957)	BAD37059	gb|AB099588:706->1122
AB099589	BAD37060	(gb|AB099589:1-728, 957)	BAD37061	gb|AB099589:706->1122
AB099590	BAD37062	(gb|AB099590:1-728, 957)	BAD37063	gb|AB099590:706->1122
AB099591	BAD37064	(gb|AB099591:1-728, 957)	BAD37065	gb|AB099591:706->1122
AB099592	BAD37066	(gb|AB099592:1-728, 957)	BAD37067	gb|AB099592:706->1122
AB099593	BAD37068	(gb|AB099593:1-728, 957)	BAD37069	gb|AB099593:706->1122
AB099594	BAD37070	(gb|AB099594:1-728, 957)	BAD37071	gb|AB099594:706->1122
AB099595	BAD37072	(gb|AB099595:1-728, 957)	BAD37073	gb|AB099595:706->1122
AB099596	BAD37074	(gb|AB099596:1-728, 957)	BAD37075	gb|AB099596:706->1122
AB099597	BAD37076	(gb|AB099597:1-728, 957)	BAD37077	gb|AB099597:706->1122
AB099598	BAD37078	(gb|AB099598:1-728, 957)	BAD37079	gb|AB099598:706->1122
AB099599	BAD37080	(gb|AB099599:1-728, 957)	BAD37081	gb|AB099599:706->1122
AB099600	BAD37082	(gb|AB099600:1-728, 957)	BAD37083	gb|AB099600:706->1122
AB099601	BAD37084	(gb|AB099601:1-728, 957)	BAD37085	gb|AB099601:706->1122
AB099602	BAD37086	(gb|AB099602:1-728, 957)	BAD37087	gb|AB099602:706->1122
AB099603	BAD37088	(gb|AB099603:1-187, 501-862)	BAD37089	gb|AB099603:1-741
AB099604	BAD37090	(gb|AB099604:1-187, 501-862)	BAD37091	gb|AB099604:1-741
AB099605	BAD37092	(gb|AB099605:1-187, 501-862)	BAD37093	gb|AB099605:1-741
AB099606	BAD37094	(gb|AB099606:1-187, 501-862)	BAD37095	gb|AB099606:1-741
AB099607	BAD37096	(gb|AB099607:1-187, 501-862)	BAD37097	gb|AB099607:1-741
AB099608	BAD37098	(gb|AB099608:1-187, 501-862)	BAD37099	gb|AB099608:1-741
AB099609	BAD37100	(gb|AB099609:1-187, 501-862)	BAD37101	gb|AB099609:1-741
AB099610	BAD37102	(gb|AB099610:1-187, 501-862)	BAD37103	gb|AB099610:1-741
AB099611	BAD37104	(gb|AB099611:1-187, 501-862)	BAD37105	gb|AB099611:1-741
AB099612	BAD37106	(gb|AB099612:1-187, 501-862)	BAD37107	gb|AB099612:1-741
AB099613	BAD37108	(gb|AB099613:1-187, 501-862)	BAD37109	gb|AB099613:1-741
AB099614	BAD37110	(gb|AB099614:1-187, 501-862)	BAD37111	gb|AB099614:1-741
AB099615	BAD37112	(gb|AB099615:1-187, 501-862)	BAD37113	gb|AB099615:1-741
AB099616	BAD37114	(gb|AB099616:1-187, 501-862)	BAD37115	gb|AB099616:1-741
AB099617	BAD37116	(gb|AB099617:1-187, 501-862)	BAD37117	gb|AB099617:1-741
AB099618	BAD37118	(gb|AB099618:1-187, 501-862)	BAD37119	gb|AB099618:1-741
AB099619	BAD37120	(gb|AB099619:1-187, 501-862)	BAD37121	gb|AB099619:1-741
AB099620	BAD37122	(gb|AB099620:1-187, 501-862)	BAD37123	gb|AB099620:1-741
AB099621	BAD37124	(gb|AB099621:1-187, 501-862)	BAD37125	gb|AB099621:1-741
AB099622	BAD37126	(gb|AB099622:1-187, 501-862)	BAD37127	gb|AB099622:1-741
AB099623	BAD37128	(gb|AB099623:1-187, 501-862)	BAD37129	gb|AB099623:1-741
AB099624	BAD37130	(gb|AB099624:1-187, 501-862)	BAD37131	gb|AB099624:1-741
AB099625	BAD37132	(gb|AB099625:1-187, 501-862)	BAD37133	gb|AB099625:1-741
AB099626	BAD37134	(gb|AB099626:1-187, 501-862)	BAD37135	gb|AB099626:1-741
AB099627	BAD37136	(gb|AB099627:1-187, 501-862)	BAD37137	gb|AB099627:1-741
AB101671	BAC77660	gb|AB101671:1-1410
AB101672	BAC77661	gb|AB101672:1-1410
AB101673	BAC77662	gb|AB101673:1-1410
AB101674	BAC77663	gb|AB101674:1-1410
AB101675	BAC77664	gb|AB101675:1-1410
AB117165	BAC82842	gb|AB117165:<1->978
AB117166	BAC82843	gb|AB117166:<1->978
AB117167	BAC82844	gb|AB117167:<1->978
AB117168	BAC82845	gb|AB117168:<1->978
AB117169	BAC82846	gb|AB117169:<1->978
AB117170	BAC82847	gb|AB117170:<1->978
AB117171	BAC82848	gb|AB117171:<1->978
AB117172	BAC82849	gb|AB117172:<1->978
AB117173	BAC82850	gb|AB117173:<1->978
AB117174	BAC82851	gb|AB117174:<1->978
AB117175	BAC82852	gb|AB117175:<1->978
AB117176	BAC82853	gb|AB117176:<1->978
AB117177	BAC82854	gb|AB117177:<1->978
AB117178	BAC82855	gb|AB117178:<1->978
AB117179	BAC82856	gb|AB117179:<1->978
AB117180	BAC82857	gb|AB117180:<1->978
AB117181	BAC82858	gb|AB117181:<1->978
AB117182	BAC82859	gb|AB117182:<1->978
AB117183	BAC82860	gb|AB117183:<1->978
AB117184	BAC82861	gb|AB117184:<1->978
AB117185	BAC82862	gb|AB117185:<1->978
AB117186	BAC82863	gb|AB117186:<1->978
AB117187	BAC82864	gb|AB117187:<1->978
AB117188	BAC82865	gb|AB117188:<1->978
AB117189	BAC82866	gb|AB117189:<1->978
AB117190	BAC82867	gb|AB117190:<1->978
AB117191	BAC82868	gb|AB117191:<1->978
AB117192	BAC82869	gb|AB117192:<1->978
AB117193	BAC82870	gb|AB117193:<1->978
AB117194	BAC82871	gb|AB117194:<1->978
AB117195	BAC82872	gb|AB117195:<1->978
AB117196	BAC82873	gb|AB117196:<1->978
AB117197	BAC82874	gb|AB117197:<1->981
AB117198	BAC82875	gb|AB117198:<1->978
AB117199	BAC82876	gb|AB117199:<1->978
AB117200	BAC82877	gb|AB117200:<1->978
AB117201	BAC82878	gb|AB117201:<1->978
AB117202	BAC82879	gb|AB117202:<1->978
AB117203	BAC82880	gb|AB117203:<1->978
AB117204	BAC82881	gb|AB117204:<1->981
AB117205	BAC82882	gb|AB117205:<1->978
AB117206	BAC82883	gb|AB117206:<1->978
AB117207	BAC82884	gb|AB117207:<1->981
AB117208	BAC82885	gb|AB117208:<1->978
AB117209	BAC82886	gb|AB117209:<1->978
AB117210	BAC82887	gb|AB117210:<1->981
AB117211	BAC82888	gb|AB117211:<1->978
AB117212	BAC82889	gb|AB117212:<1->978
AB117213	BAC82890	gb|AB117213:<1->978
AB117214	BAC82891	gb|AB117214:<1->978
AB117215	BAC82892	gb|AB117215:<1->978
AB117216	BAC82893	gb|AB117216:<1->981
AB117217	BAC82894	gb|AB117217:<1->978
AB117218	BAC82895	gb|AB117218:<1->978
AB117219	BAC82896	gb|AB117219:<1->981
AB117220	BAC82897	gb|AB117220:<1->981
AB117221	BAC82898	gb|AB117221:<1->978
AB120222	BAD29735	gb|AB120222:<1->925
AB120223	BAD29736	gb|AB120223:<1->925
AB120224	BAD29737	gb|AB120224:<1->925
AB120225	BAD29738	gb|AB120225:<1->925
AB120226	BAD29739	gb|AB120226:<1->925
AB120227	BAD29740	gb|AB120227:<1->925
AB120228	BAD29741	gb|AB120228:<1->925
AB120229	BAD29742	gb|AB120229:<1->925
AB120230	BAD29743	gb|AB120230:<1->925
AB120231	BAD29744	gb|AB120231:<1->925
AB120232	BAD29745	gb|AB120232:<1->925
AB120233	BAD29746	gb|AB120233:<1->925
AB120234	BAD29747	gb|AB120234:<1->925
AB120235	BAD29748	gb|AB120235:<1->925
AB120236	BAD29749	gb|AB120236:<1->925
AB120237	BAD29750	gb|AB120237:<1->925
AB120238	BAD29751	gb|AB120238:<1->925
AB120239	BAD29752	gb|AB120239:<1->925
AB120240	BAD29753	gb|AB120240:1-303	BAD29754	gb|AB120240:8-1408
AB120241	BAD29755	gb|AB120241:1-303	BAD29756	gb|AB120241:8-1408
AB120242	BAD29757	gb|AB120242:1-303	BAD29758	gb|AB120242:8-1408
AB120243	BAD29759	gb|AB120243:1-303	BAD29760	gb|AB120243:8-1408
AB120244	BAD29761	gb|AB120244:1-303	BAD29762	gb|AB120244:8-1408
AB120245	BAD29763	gb|AB120245:1-303	BAD29764	gb|AB120245:8-1408
AB120246	BAD29765	gb|AB120246:1-303	BAD29766	gb|AB120246:8-1408
AB120247	BAD29767	gb|AB120247:1-303	BAD29768	gb|AB120247:8-1408
AB120248	BAD29769	gb|AB120248:1-303	BAD29770	gb|AB120248:8-1408
AB120249	BAD29771	gb|AB120249:1-303	BAD29772	gb|AB120249:8-1408
AB120250	BAD29773	gb|AB120250:1-303	BAD29774	gb|AB120250:8-1408
AB120251	BAD29775	gb|AB120251:1-303	BAD29776	gb|AB120251:8-1408
AB120252	BAD29777	gb|AB120252:1-303	BAD29778	gb|AB120252:8-1408
AB120253	BAD29779	gb|AB120253:1-303	BAD29780	gb|AB120253:8-1408
AB120254	BAD29781	gb|AB120254:1-303	BAD29782	gb|AB120254:8-1408
AB120255	BAD29783	gb|AB120255:1-303	BAD29784	gb|AB120255:8-1408
AB120256	BAD29785	gb|AB120256:1-303	BAD29786	gb|AB120256:8-1408
AB120257	BAD29787	gb|AB120257:1-303	BAD29788	gb|AB120257:8-1408
AB120258	BAD29789	gb|AB120258:1-747	BAD29790	gb|AB120258:747-1076
AB120259	BAD29791	gb|AB120259:1-747	BAD29792	gb|AB120259:747-1076
AB120260	BAD29793	gb|AB120260:1-747	BAD29794	gb|AB120260:747-1076
AB120261	BAD29795	gb|AB120261:1-747	BAD29796	gb|AB120261:747-1076
AB120262	BAD29797	gb|AB120262:1-747	BAD29798	gb|AB120262:747-1076
AB120263	BAD29799	gb|AB120263:1-747	BAD29800	gb|AB120263:747-1076
AB120264	BAD29801	gb|AB120264:1-747	BAD29802	gb|AB120264:747-1076
AB120265	BAD29803	gb|AB120265:1-747	BAD29804	gb|AB120265:747-1076
AB120266	BAD29805	gb|AB120266:1-747	BAD29806	gb|AB120266:747-1076
